timestamp,project_id,budget,project_location,tower_type,substation_type,tax_rate,project_size_km,project_start_month,project_end_month,lead_time_days,commodity_price_index,region_risk_flag,quantity_steel_tons,quantity_copper_tons,quantity_cement_tons,quantity_aluminum_tons,quantity_insulators_count,quantity_conductors_tons,quantity_transformers_count,quantity_switchgears_count,quantity_cables_count,quantity_protective_relays_count,quantity_oil_tons,quantity_foundation_concrete_tons,quantity_bolts_count
01-02-2025,P0095,30411622.41,West,Terminal,132 kV AIS,28,100,2,9,25,101.29,High,23.3,2.34,17.08,1.81,79,18.27,1,3,7,5,2.03,11.48,946
01-03-2025,P0095,30411622.41,West,Terminal,132 kV AIS,28,100,2,9,33,103.19,High,33.52,3.38,24.78,2.67,115,27.16,1,4,6,5,2.18,17.04,946
01-04-2025,P0095,30411622.41,West,Terminal,132 kV AIS,28,100,2,9,15,103.06,High,44.11,4.39,32.1,3.46,146,34.18,1,4,5,5,2.28,21.61,946
01-05-2025,P0095,30411622.41,West,Terminal,132 kV AIS,28,100,2,9,31,103.96,High,51.58,5.18,38.71,4.13,176,41.16,1,4,6,5,2.24,25.95,946
01-06-2025,P0095,30411622.41,West,Terminal,132 kV AIS,28,100,2,9,27,104.69,High,56.75,5.56,42.02,4.51,188,44.8,2,3,7,5,2.48,27.45,946
01-07-2025,P0095,30411622.41,West,Terminal,132 kV AIS,28,100,2,9,22,107.1,High,39.59,4.03,29.78,3.19,134,31.59,1,4,6,4,2.13,19.45,946
01-08-2025,P0095,30411622.41,West,Terminal,132 kV AIS,28,100,2,9,35,110.89,High,33.61,3.34,24.54,2.6,114,26.61,1,3,5,4,2.24,16.34,946
01-09-2025,P0095,30411622.41,West,Terminal,132 kV AIS,28,100,2,9,22,108.69,High,33.39,3.41,25.42,2.71,113,26.89,1,4,7,4,2.03,16.78,946
01-04-2025,P0096,39762804.33,West,Suspension,132 kV GIS,12,150,4,12,52,103.72,Low,25.3,2.58,19.32,2.02,10,20.52,1,3,7,5,2.09,12.81,1185
01-05-2025,P0096,39762804.33,West,Suspension,132 kV GIS,12,150,4,12,31,104.71,Low,35.48,3.52,26.29,2.84,13,27.44,2,4,7,5,2.12,17.37,1185
01-06-2025,P0096,39762804.33,West,Suspension,132 kV GIS,12,150,4,12,41,108.06,Low,43.52,4.38,33.7,3.58,17,35.86,1,3,7,5,2.19,21.86,1185
01-07-2025,P0096,39762804.33,West,Suspension,132 kV GIS,12,150,4,12,50,106.68,Low,37,3.66,28,2.99,14,29.61,2,4,6,5,2.13,18.39,1185
01-08-2025,P0096,39762804.33,West,Suspension,132 kV GIS,12,150,4,12,21,111.55,Low,38.15,3.76,27.97,3,14,30.36,2,3,6,4,2.37,19.24,1185
01-09-2025,P0096,39762804.33,West,Suspension,132 kV GIS,12,150,4,12,26,110.46,Low,48.04,4.8,37.05,3.93,19,38.13,2,4,7,4,2.35,24.52,1185
01-10-2025,P0096,39762804.33,West,Suspension,132 kV GIS,12,150,4,12,57,105.71,Low,49.02,4.91,36.71,4.04,19,40.08,2,4,6,4,2.31,24.34,1185
01-11-2025,P0096,39762804.33,West,Suspension,132 kV GIS,12,150,4,12,42,115.81,Low,48.27,4.92,35.69,3.83,18,37.93,2,3,6,4,2.35,23.74,1185
01-12-2025,P0096,39762804.33,West,Suspension,132 kV GIS,12,150,4,12,33,109.15,Low,43.5,4.49,32.7,3.47,17,34.94,2,4,7,5,2.16,21.79,1185
01-03-2025,P0097,37724585.95,North,Terminal,400 kV GIS,18,200,3,12,39,104.47,Low,21.17,2.11,15.73,1.68,110,17.17,3,6,10,8,4.13,10.47,1247
01-04-2025,P0097,37724585.95,North,Terminal,400 kV GIS,18,200,3,12,30,103.13,Low,27.98,2.82,20.91,2.26,148,22.17,3,6,11,9,4.11,14.13,1247
01-05-2025,P0097,37724585.95,North,Terminal,400 kV GIS,18,200,3,12,46,103.19,Low,34.85,3.49,26.07,2.81,183,28.3,3,7,11,8,4.11,17.49,1247
01-06-2025,P0097,37724585.95,North,Terminal,400 kV GIS,18,200,3,12,36,105.65,Low,41.41,4.18,31.57,3.31,217,32.86,3,6,10,8,4.29,20.49,1247
01-07-2025,P0097,37724585.95,North,Terminal,400 kV GIS,18,200,3,12,57,109.4,Low,34.14,3.38,25.69,2.7,177,26.89,2,7,12,9,4.19,17.02,1247
01-08-2025,P0097,37724585.95,North,Terminal,400 kV GIS,18,200,3,12,32,111.46,Low,33.95,3.32,25.5,2.68,174,26.63,3,6,11,8,4.1,16.62,1247
01-09-2025,P0097,37724585.95,North,Terminal,400 kV GIS,18,200,3,12,49,105.63,Low,43.17,4.16,31.25,3.46,223,34.39,2,7,10,9,4.06,21.58,1247
01-10-2025,P0097,37724585.95,North,Terminal,400 kV GIS,18,200,3,12,34,112.84,Low,43.49,4.4,33.47,3.5,224,34.56,2,7,12,9,4.48,22.25,1247
01-11-2025,P0097,37724585.95,North,Terminal,400 kV GIS,18,200,3,12,36,106.62,Low,43.03,4.31,32.2,3.45,230,34.77,2,7,12,8,4.18,21.38,1247
01-12-2025,P0097,37724585.95,North,Terminal,400 kV GIS,18,200,3,12,55,109.79,Low,41.25,4.24,31.06,3.39,216,33.05,3,6,11,9,4.45,20.59,1247
01-02-2025,P0098,31867120.02,West,Terminal,132 kV AIS,18,100,2,11,36,101.42,High,18.51,1.86,13.7,1.47,117,14.61,1,3,6,5,2.42,9.45,954
01-03-2025,P0098,31867120.02,West,Terminal,132 kV AIS,18,100,2,11,21,103.21,High,25.73,2.57,19.29,2.01,158,20.81,1,4,5,5,2.38,12.7,954
01-04-2025,P0098,31867120.02,West,Terminal,132 kV AIS,18,100,2,11,18,105.31,High,32.6,3.2,24.71,2.6,204,26.48,2,4,6,4,2.29,16.53,954
01-05-2025,P0098,31867120.02,West,Terminal,132 kV AIS,18,100,2,11,33,104.54,High,38.43,3.89,29.11,3.05,245,30.89,2,4,6,5,2.03,19.58,954
01-06-2025,P0098,31867120.02,West,Terminal,132 kV AIS,18,100,2,11,27,106.59,High,44.13,4.45,32.71,3.43,277,35.49,1,4,5,5,2.32,21.77,954
01-07-2025,P0098,31867120.02,West,Terminal,132 kV AIS,18,100,2,11,26,107.6,High,32.97,3.33,25.18,2.6,211,26.59,1,3,6,5,2.01,16.27,954
01-08-2025,P0098,31867120.02,West,Terminal,132 kV AIS,18,100,2,11,33,108.47,High,30.07,3.09,23.15,2.42,187,24.01,2,4,6,4,2.36,15.29,954
01-09-2025,P0098,31867120.02,West,Terminal,132 kV AIS,18,100,2,11,29,107.07,High,34.95,3.46,26.16,2.79,224,28.69,2,3,7,4,2.09,17.61,954
01-10-2025,P0098,31867120.02,West,Terminal,132 kV AIS,18,100,2,11,11,107.16,High,33.15,3.19,24.68,2.57,201,26.39,2,4,7,5,2.47,16.41,954
01-11-2025,P0098,31867120.02,West,Terminal,132 kV AIS,18,100,2,11,35,108.67,High,27.77,2.82,21.43,2.28,175,22.55,1,4,5,5,2.15,14.11,954
01-04-2025,P0099,64024402.23,South,Transposition,220 kV GIS,28,150,4,12,28,102.62,Low,42.78,4.21,31.29,3.43,74,33.66,2,3,6,4,2.27,20.79,1765
01-05-2025,P0099,64024402.23,South,Transposition,220 kV GIS,28,150,4,12,23,105.66,Low,58.33,5.83,44.65,4.73,103,46.59,2,4,7,5,2.13,29.28,1765
01-06-2025,P0099,64024402.23,South,Transposition,220 kV GIS,28,150,4,12,41,104.2,Low,77.13,7.67,55.95,6.15,136,60.68,1,3,6,4,2.48,37.83,1765
01-07-2025,P0099,64024402.23,South,Transposition,220 kV GIS,28,150,4,12,53,104.05,Low,62.76,6.41,48.56,5.19,112,51.55,1,4,7,5,2.17,31.79,1765
01-08-2025,P0099,64024402.23,South,Transposition,220 kV GIS,28,150,4,12,35,106.3,Low,64.6,6.38,47.85,5.07,112,51.46,1,4,7,5,2.14,32.35,1765
01-09-2025,P0099,64024402.23,South,Transposition,220 kV GIS,28,150,4,12,26,104.87,Low,79.41,8.02,58.97,6.3,140,64.36,1,3,6,5,2.44,40.55,1765
01-10-2025,P0099,64024402.23,South,Transposition,220 kV GIS,28,150,4,12,32,107.49,Low,80.11,7.74,59.72,6.38,138,62.17,2,3,7,5,2.41,39.16,1765
01-11-2025,P0099,64024402.23,South,Transposition,220 kV GIS,28,150,4,12,58,110.21,Low,72.21,7.32,54.32,5.79,130,57.07,1,3,6,5,2.07,36.86,1765
01-12-2025,P0099,64024402.23,South,Transposition,220 kV GIS,28,150,4,12,45,109.28,Low,61.2,6.25,46.72,4.87,109,49.16,1,3,6,5,2.03,31.56,1765
01-04-2025,P0100,51980768.16,Central,Tension,220 kV GIS,18,100,4,12,27,105.48,Medium,30.82,3.03,23.42,2.45,65,24.25,1,3,7,4,2.2,15.6,1719
01-05-2025,P0100,51980768.16,Central,Tension,220 kV GIS,18,100,4,12,36,104.04,Medium,40.91,4.03,30.73,3.26,88,32.39,2,4,7,5,2.26,19.93,1719
01-06-2025,P0100,51980768.16,Central,Tension,220 kV GIS,18,100,4,12,38,103.02,Medium,51.43,5.01,38.05,3.99,107,39.6,2,4,5,4,2.12,25.14,1719
01-07-2025,P0100,51980768.16,Central,Tension,220 kV GIS,18,100,4,12,33,104.7,Medium,41.73,4.28,31.44,3.38,92,34.23,1,3,7,4,2.27,20.82,1719
01-08-2025,P0100,51980768.16,Central,Tension,220 kV GIS,18,100,4,12,44,110.3,Medium,43.97,4.37,33.24,3.47,95,35.48,2,3,5,5,2.37,21.84,1719
01-09-2025,P0100,51980768.16,Central,Tension,220 kV GIS,18,100,4,12,30,111.66,Medium,58,5.72,42.75,4.59,121,45.89,1,4,7,4,2.18,28.76,1719
01-10-2025,P0100,51980768.16,Central,Tension,220 kV GIS,18,100,4,12,30,107.44,Medium,61.19,6.03,45.59,4.99,130,48.72,2,3,5,5,2.16,31.14,1719
01-11-2025,P0100,51980768.16,Central,Tension,220 kV GIS,18,100,4,12,46,106.08,Medium,63.34,6.44,47,5.02,133,50.11,1,3,7,4,2.36,31.75,1719
01-12-2025,P0100,51980768.16,Central,Tension,220 kV GIS,18,100,4,12,30,107.29,Medium,61.77,6.16,47.78,5.02,133,49.28,1,4,6,5,2.13,31.62,1719
01-03-2025,P0101,54008761.17,East,Transposition,220 kV GIS,28,150,3,10,35,104.32,Medium,41.19,4.22,31.23,3.31,158,33.5,2,4,6,4,2.38,20.7,1619
01-04-2025,P0101,54008761.17,East,Transposition,220 kV GIS,28,150,3,10,53,103.93,Medium,59.78,6.08,44.35,4.89,231,48.16,1,4,7,4,2.47,29.6,1619
01-05-2025,P0101,54008761.17,East,Transposition,220 kV GIS,28,150,3,10,21,105.23,Medium,78.75,7.9,59.54,6.11,299,62.19,1,3,6,5,2.11,39.45,1619
01-06-2025,P0101,54008761.17,East,Transposition,220 kV GIS,28,150,3,10,30,108.11,Medium,90.68,9.21,69.02,7.3,358,73.75,2,3,5,5,2.5,45.3,1619
01-07-2025,P0101,54008761.17,East,Transposition,220 kV GIS,28,150,3,10,52,105.31,Medium,70.23,6.91,53.38,5.72,276,56.46,2,4,7,4,2.16,35.13,1619
01-08-2025,P0101,54008761.17,East,Transposition,220 kV GIS,28,150,3,10,40,109.21,Medium,63.64,6.49,47.06,5.02,241,50.17,1,3,5,4,2.41,32.49,1619
01-09-2025,P0101,54008761.17,East,Transposition,220 kV GIS,28,150,3,10,36,111.81,Medium,69.44,6.94,52.02,5.67,278,55.6,2,4,7,5,2.06,35.17,1619
01-10-2025,P0101,54008761.17,East,Transposition,220 kV GIS,28,150,3,10,48,110.73,Medium,60.17,6.05,45.18,4.78,232,48.85,2,3,7,5,2.13,30.03,1619
01-01-2025,P0102,55013177.7,Central,Terminal,220 kV GIS,18,80,1,6,24,101.23,High,61.87,6.17,46.19,4.97,34,50.67,2,3,6,4,2.15,30.91,1825
01-02-2025,P0102,55013177.7,Central,Terminal,220 kV GIS,18,80,1,6,15,101.49,High,88,8.76,67.47,7.1,47,72.29,2,3,7,4,2.07,43.73,1825
01-03-2025,P0102,55013177.7,Central,Terminal,220 kV GIS,18,80,1,6,23,103.61,High,115.38,11.88,87.38,9.26,62,95.1,2,4,7,4,2.28,58.92,1825
01-04-2025,P0102,55013177.7,Central,Terminal,220 kV GIS,18,80,1,6,34,103.39,High,129.82,13.07,97.03,10.44,69,107.01,1,4,5,5,2.34,64.49,1825
01-05-2025,P0102,55013177.7,Central,Terminal,220 kV GIS,18,80,1,6,26,106.02,High,127.84,12.68,95.22,10.39,68,102.98,2,3,7,4,2.07,63.56,1825
01-06-2025,P0102,55013177.7,Central,Terminal,220 kV GIS,18,80,1,6,25,107.21,High,106.97,10.94,81.05,8.5,58,86.04,2,4,5,5,2.39,53.46,1825
01-01-2025,P0103,31076219.56,East,Terminal,220 kV GIS,28,80,1,9,24,100.84,Low,20.44,2.07,15.63,1.64,58,16.98,2,3,5,5,2,10.62,917
01-02-2025,P0103,31076219.56,East,Terminal,220 kV GIS,28,80,1,9,52,103,Low,26.26,2.65,19.7,2.16,75,20.87,2,3,5,4,2.43,13.46,917
01-03-2025,P0103,31076219.56,East,Terminal,220 kV GIS,28,80,1,9,58,103.29,Low,34.5,3.36,25.67,2.75,96,27.37,1,3,6,5,2.34,16.9,917
01-04-2025,P0103,31076219.56,East,Terminal,220 kV GIS,28,80,1,9,56,102.33,Low,40.09,4.14,30.69,3.25,114,33.16,2,4,7,5,2.11,20.6,917
01-05-2025,P0103,31076219.56,East,Terminal,220 kV GIS,28,80,1,9,28,102.59,Low,46.32,4.58,33.67,3.69,131,36.68,2,3,7,5,2.48,22.45,917
01-06-2025,P0103,31076219.56,East,Terminal,220 kV GIS,28,80,1,9,42,106.86,Low,47.24,4.67,35.42,3.76,134,38.65,2,4,6,4,2.44,24.07,917
01-07-2025,P0103,31076219.56,East,Terminal,220 kV GIS,28,80,1,9,58,110.25,Low,33.07,3.25,24.34,2.68,94,25.97,2,4,7,5,2.16,16.7,917
01-08-2025,P0103,31076219.56,East,Terminal,220 kV GIS,28,80,1,9,58,107.45,Low,27.35,2.74,20.33,2.23,78,21.8,1,3,6,5,2.13,13.8,917
01-09-2025,P0103,31076219.56,East,Terminal,220 kV GIS,28,80,1,9,21,110.68,Low,28.25,2.75,21.06,2.23,81,22.39,2,4,5,4,2.13,13.96,917
01-02-2025,P0104,37817715.89,East,Suspension,765 kV GIS,18,50,2,7,52,101.44,Medium,38.74,3.76,28.12,2.99,44,30.39,4,9,17,12,6.26,19.15,1172
01-03-2025,P0104,37817715.89,East,Suspension,765 kV GIS,18,50,2,7,26,102.08,Medium,60.21,6.05,44.46,4.83,69,47.72,3,10,16,13,6.02,30.63,1172
01-04-2025,P0104,37817715.89,East,Suspension,765 kV GIS,18,50,2,7,32,103.83,Medium,80.19,7.72,58.39,6.39,88,63.7,3,10,15,12,6.15,39.47,1172
01-05-2025,P0104,37817715.89,East,Suspension,765 kV GIS,18,50,2,7,55,103.99,Medium,89.2,8.86,66.05,7.15,102,70.97,3,10,17,13,6.21,43.35,1172
01-06-2025,P0104,37817715.89,East,Suspension,765 kV GIS,18,50,2,7,48,103.6,Medium,87.64,8.5,63.96,6.93,97,69.54,3,9,17,13,6.21,42.81,1172
01-07-2025,P0104,37817715.89,East,Suspension,765 kV GIS,18,50,2,7,37,107.82,Medium,50.91,5.02,38.36,4.15,58,41.01,3,10,17,13,6.15,25.2,1172
01-01-2025,P0105,28955804.35,East,Suspension,400 kV GIS,18,80,1,6,51,101,Medium,31.03,3.04,23,2.47,179,24.27,3,6,11,9,4.47,15.14,896
01-02-2025,P0105,28955804.35,East,Suspension,400 kV GIS,18,80,1,6,25,101.81,Medium,42.95,4.29,32.91,3.56,247,35.02,3,7,10,9,4.48,21.69,896
01-03-2025,P0105,28955804.35,East,Suspension,400 kV GIS,18,80,1,6,23,103.56,Medium,57.64,5.74,43.23,4.58,327,46.51,2,7,12,8,4.09,28.63,896
01-04-2025,P0105,28955804.35,East,Suspension,400 kV GIS,18,80,1,6,25,104.94,Medium,63.93,6.37,48.11,5.06,366,51.88,3,6,12,8,4.09,32.87,896
01-05-2025,P0105,28955804.35,East,Suspension,400 kV GIS,18,80,1,6,23,102.55,Medium,62.56,6.21,47.82,5.11,365,51.18,3,6,12,9,4.17,32.08,896
01-06-2025,P0105,28955804.35,East,Suspension,400 kV GIS,18,80,1,6,52,108.84,Medium,53.33,5.25,39.98,4.17,299,41.7,3,7,12,8,4.19,26.93,896
01-01-2025,P0106,47129202.82,Central,Suspension,765 kV AIS,18,100,1,11,21,100.84,Low,25.14,2.55,18.7,2.06,24,20.51,4,9,17,13,6.24,12.78,1366
01-02-2025,P0106,47129202.82,Central,Suspension,765 kV AIS,18,100,1,11,29,101.57,Low,30.76,3.05,23.41,2.44,29,25.02,4,9,15,13,6.09,15.46,1366
01-03-2025,P0106,47129202.82,Central,Suspension,765 kV AIS,18,100,1,11,31,101.81,Low,39.1,3.89,29.54,3.12,37,31.35,4,9,15,13,6.22,19.24,1366
01-04-2025,P0106,47129202.82,Central,Suspension,765 kV AIS,18,100,1,11,37,103.58,Low,46.67,4.62,35.74,3.74,45,37.29,3,9,17,13,6.45,23.65,1366
01-05-2025,P0106,47129202.82,Central,Suspension,765 kV AIS,18,100,1,11,42,106.81,Low,54.06,5.39,40.36,4.32,50,42.07,3,9,15,13,6.17,27.1,1366
01-06-2025,P0106,47129202.82,Central,Suspension,765 kV AIS,18,100,1,11,30,105.55,Low,58.11,5.79,43.36,4.73,55,46.69,4,10,17,12,6.09,29.27,1366
01-07-2025,P0106,47129202.82,Central,Suspension,765 kV AIS,18,100,1,11,29,104,Low,42.4,4.34,31.81,3.48,40,33.76,3,10,15,12,6.22,21.16,1366
01-08-2025,P0106,47129202.82,Central,Suspension,765 kV AIS,18,100,1,11,43,107.4,Low,39.45,3.93,29.3,3.1,36,30.52,3,9,17,12,6.49,19.08,1366
01-09-2025,P0106,47129202.82,Central,Suspension,765 kV AIS,18,100,1,11,44,110.53,Low,44.35,4.47,33.64,3.56,43,35.24,3,9,16,12,6.36,22.41,1366
01-10-2025,P0106,47129202.82,Central,Suspension,765 kV AIS,18,100,1,11,43,113.13,Low,40.71,4.12,30.8,3.31,39,33.15,4,10,16,13,6.38,20.74,1366
01-11-2025,P0106,47129202.82,Central,Suspension,765 kV AIS,18,100,1,11,34,113.39,Low,36.32,3.55,26.93,2.83,33,28.15,3,10,15,13,6.18,18.03,1366
01-02-2025,P0107,7699306.45,Central,Transposition,765 kV AIS,12,200,2,7,55,101.61,Low,8.58,0.87,6.5,0.7,156,7.1,3,10,17,12,6.07,4.3,267
01-03-2025,P0107,7699306.45,Central,Transposition,765 kV AIS,12,200,2,7,41,103.33,Low,13.99,1.37,10.33,1.1,241,11.05,3,9,17,13,6.22,6.75,267
01-04-2025,P0107,7699306.45,Central,Transposition,765 kV AIS,12,200,2,7,59,103.43,Low,18.27,1.8,13.59,1.46,319,14.51,4,10,15,12,6.12,9.13,267
01-05-2025,P0107,7699306.45,Central,Transposition,765 kV AIS,12,200,2,7,26,103.53,Low,20.35,1.98,14.92,1.61,356,16.21,4,10,17,13,6.2,10.01,267
01-06-2025,P0107,7699306.45,Central,Transposition,765 kV AIS,12,200,2,7,58,107.26,Low,19.89,1.96,14.53,1.58,350,15.64,3,10,15,13,6.02,9.68,267
01-07-2025,P0107,7699306.45,Central,Transposition,765 kV AIS,12,200,2,7,35,110.24,Low,11.89,1.18,8.62,0.93,210,9.38,3,10,15,13,6.01,5.83,267
01-01-2025,P0108,38810463.95,South,Terminal,132 kV GIS,12,100,1,6,35,100.72,Medium,44.27,4.45,33.17,3.5,64,35.24,2,4,5,5,2.36,21.83,1288
01-02-2025,P0108,38810463.95,South,Terminal,132 kV GIS,12,100,1,6,32,101.02,Medium,62.96,6.41,48.07,4.99,91,50.28,2,3,7,5,2.4,31.25,1288
01-03-2025,P0108,38810463.95,South,Terminal,132 kV GIS,12,100,1,6,39,103.04,Medium,82.74,8.36,62.03,6.54,119,65.35,1,4,7,5,2.41,40.48,1288
01-04-2025,P0108,38810463.95,South,Terminal,132 kV GIS,12,100,1,6,58,105.66,Medium,92.09,9.31,68.82,7.39,134,75.25,1,4,6,4,2.12,45.67,1288
01-05-2025,P0108,38810463.95,South,Terminal,132 kV GIS,12,100,1,6,56,107,Medium,91.59,9.09,67.8,7.34,128,72.16,1,4,6,5,2.3,46.01,1288
01-06-2025,P0108,38810463.95,South,Terminal,132 kV GIS,12,100,1,6,57,106.07,Medium,77.2,7.5,56.5,6.08,107,59.75,1,3,5,4,2.5,38.62,1288
01-03-2025,P0109,29842472.57,North,Suspension,HVDC,18,50,3,9,34,102.5,Medium,25.57,2.6,19.35,2.05,10,20.78,4,13,20,17,8.48,13.15,890
01-04-2025,P0109,29842472.57,North,Suspension,HVDC,18,50,3,9,22,105.82,Medium,38.79,3.86,30.01,3.08,15,31.56,5,13,20,16,8.3,19.49,890
01-05-2025,P0109,29842472.57,North,Suspension,HVDC,18,50,3,9,56,104.87,Medium,51.73,5.08,37.64,4.07,20,41.5,4,12,21,17,8.34,25.6,890
01-06-2025,P0109,29842472.57,North,Suspension,HVDC,18,50,3,9,28,105.7,Medium,59.22,5.85,44.34,4.77,23,46.85,4,12,21,17,8.14,29.17,890
01-07-2025,P0109,29842472.57,North,Suspension,HVDC,18,50,3,9,24,104.16,Medium,42.92,4.35,32.22,3.56,17,35.06,5,12,21,17,8.39,21.87,890
01-08-2025,P0109,29842472.57,North,Suspension,HVDC,18,50,3,9,22,109.76,Medium,36.47,3.76,27.69,2.97,14,30.31,4,12,22,17,8.38,18.41,890
01-09-2025,P0109,29842472.57,North,Suspension,HVDC,18,50,3,9,44,110.63,Medium,38.04,3.7,28,2.96,15,29.83,4,12,22,16,8.13,18.52,890
01-01-2025,P0110,13224118.86,North,Terminal,220 kV AIS,18,200,1,9,55,100.53,Medium,10.32,1.01,7.81,0.81,103,8.21,2,3,5,5,2.2,5.22,453
01-02-2025,P0110,13224118.86,North,Terminal,220 kV AIS,18,200,1,9,49,101.07,Medium,12.89,1.32,9.74,1.04,128,10.57,2,3,5,4,2.13,6.62,453
01-03-2025,P0110,13224118.86,North,Terminal,220 kV AIS,18,200,1,9,53,104.31,Medium,16.86,1.7,12.85,1.35,163,13.61,2,3,5,4,2.17,8.5,453
01-04-2025,P0110,13224118.86,North,Terminal,220 kV AIS,18,200,1,9,22,102.83,Medium,20.38,1.99,14.97,1.61,195,16.13,2,4,5,5,2.11,10.08,453
01-05-2025,P0110,13224118.86,North,Terminal,220 kV AIS,18,200,1,9,29,107.41,Medium,22.79,2.26,16.91,1.8,221,17.79,2,4,7,4,2.14,11.39,453
01-06-2025,P0110,13224118.86,North,Terminal,220 kV AIS,18,200,1,9,52,106.48,Medium,23.86,2.36,17.82,1.91,229,18.43,2,4,5,5,2.36,11.75,453
01-07-2025,P0110,13224118.86,North,Terminal,220 kV AIS,18,200,1,9,48,105.25,Medium,16.49,1.64,12.26,1.29,160,13.12,1,4,7,4,2.48,8.3,453
01-08-2025,P0110,13224118.86,North,Terminal,220 kV AIS,18,200,1,9,34,111.41,Medium,13.74,1.33,10.19,1.07,134,10.76,2,4,5,5,2.4,6.9,453
01-09-2025,P0110,13224118.86,North,Terminal,220 kV AIS,18,200,1,9,43,113.03,Medium,13.65,1.4,10.42,1.12,138,11.02,2,4,7,5,2.09,6.82,453
01-04-2025,P0111,23372249.36,West,Transposition,765 kV GIS,12,80,4,11,48,104.27,Low,22.35,2.22,16.28,1.77,12,17.3,3,10,17,12,6.17,10.83,817
01-05-2025,P0111,23372249.36,West,Transposition,765 kV GIS,12,80,4,11,26,107.26,Low,31.94,3.13,23.98,2.58,17,25.41,3,10,15,13,6.45,15.94,817
01-06-2025,P0111,23372249.36,West,Transposition,765 kV GIS,12,80,4,11,58,108.48,Low,41.31,4.07,30.33,3.31,22,33.47,3,9,15,13,6.01,20.17,817
01-07-2025,P0111,23372249.36,West,Transposition,765 kV GIS,12,80,4,11,53,106.11,Low,34.75,3.44,25.76,2.78,18,27.47,4,10,15,13,6.46,17.18,817
01-08-2025,P0111,23372249.36,West,Transposition,765 kV GIS,12,80,4,11,33,107.94,Low,34.13,3.38,25.24,2.71,18,26.52,3,9,16,12,6.34,16.65,817
01-09-2025,P0111,23372249.36,West,Transposition,765 kV GIS,12,80,4,11,24,113.36,Low,39.47,4.05,30.29,3.27,21,31.68,4,9,15,13,6.45,20.32,817
01-10-2025,P0111,23372249.36,West,Transposition,765 kV GIS,12,80,4,11,36,106.21,Low,37.77,3.8,28.26,3.05,20,29.83,3,10,16,13,6.13,18.73,817
01-11-2025,P0111,23372249.36,West,Transposition,765 kV GIS,12,80,4,11,23,106.53,Low,31.91,3.19,24.08,2.55,17,25.2,3,9,17,13,6.08,16.21,817
01-01-2025,P0112,24201307.54,Central,Suspension,400 kV AIS,18,200,1,12,59,101,Medium,13.02,1.31,9.9,1.04,52,10.5,2,7,11,9,4.36,6.51,779
01-02-2025,P0112,24201307.54,Central,Suspension,400 kV AIS,18,200,1,12,27,101.35,Medium,15.76,1.6,11.76,1.27,62,12.7,3,6,11,9,4.08,8.07,779
01-03-2025,P0112,24201307.54,Central,Suspension,400 kV AIS,18,200,1,12,27,103.8,Medium,20.12,2.01,14.72,1.61,78,16.16,3,6,12,8,4.39,9.77,779
01-04-2025,P0112,24201307.54,Central,Suspension,400 kV AIS,18,200,1,12,25,105.18,Medium,23.35,2.39,17.8,1.88,94,19.03,3,7,10,9,4.43,11.68,779
01-05-2025,P0112,24201307.54,Central,Suspension,400 kV AIS,18,200,1,12,36,103.23,Medium,26.98,2.74,20.33,2.14,106,21.9,3,6,12,9,4.4,13.35,779
01-06-2025,P0112,24201307.54,Central,Suspension,400 kV AIS,18,200,1,12,53,105.75,Medium,30.08,3.02,22.18,2.42,117,24.37,2,7,12,9,4.26,15.02,779
01-07-2025,P0112,24201307.54,Central,Suspension,400 kV AIS,18,200,1,12,47,107.85,Medium,22.29,2.24,17.07,1.77,87,18.34,3,6,10,8,4.19,11.32,779
01-08-2025,P0112,24201307.54,Central,Suspension,400 kV AIS,18,200,1,12,49,106.91,Medium,20.5,2.1,15.56,1.69,82,16.61,3,6,10,9,4.19,10.54,779
01-09-2025,P0112,24201307.54,Central,Suspension,400 kV AIS,18,200,1,12,59,105.19,Medium,24.92,2.51,18.54,1.97,97,19.45,3,7,12,8,4.45,12.48,779
01-10-2025,P0112,24201307.54,Central,Suspension,400 kV AIS,18,200,1,12,46,111.82,Medium,24.14,2.35,17.47,1.91,93,18.78,2,6,11,8,4.08,11.86,779
01-11-2025,P0112,24201307.54,Central,Suspension,400 kV AIS,18,200,1,12,41,105.52,Medium,21.47,2.19,16.54,1.78,84,17.23,2,6,10,9,4.46,10.75,779
01-12-2025,P0112,24201307.54,Central,Suspension,400 kV AIS,18,200,1,12,33,114.78,Medium,19.21,1.94,14.3,1.54,74,15.17,2,7,11,8,4.17,9.45,779
01-04-2025,P0113,14073983.85,South,Tension,132 kV GIS,18,100,4,12,34,103.15,Low,8.67,0.85,6.41,0.68,119,6.92,2,4,6,5,2.35,4.3,482
01-05-2025,P0113,14073983.85,South,Tension,132 kV GIS,18,100,4,12,41,104.65,Low,11.52,1.14,8.48,0.92,157,9.1,2,4,7,4,2.31,5.8,482
01-06-2025,P0113,14073983.85,South,Tension,132 kV GIS,18,100,4,12,49,108.31,Low,14.05,1.41,10.78,1.13,195,11.29,2,4,6,5,2.14,7.17,482
01-07-2025,P0113,14073983.85,South,Tension,132 kV GIS,18,100,4,12,25,107.73,Low,11.77,1.18,9.11,0.95,163,9.39,2,3,6,5,2.31,5.88,482
