timestamp,project_id,budget,project_location,tower_type,substation_type,tax_rate,project_size_km,project_start_month,project_end_month,lead_time_days,commodity_price_index,region_risk_flag,quantity_steel_tons,quantity_copper_tons,quantity_cement_tons,quantity_aluminum_tons,quantity_insulators_count,quantity_conductors_tons,quantity_transformers_count,quantity_switchgears_count,quantity_cables_count,quantity_protective_relays_count,quantity_oil_tons,quantity_foundation_concrete_tons,quantity_bolts_count,start_date,end_date,project_duration_days,season
01-08-2025,P0064,44807027.07,Central,Suspension,HVDC,12,100,4,12,26,104.11,Medium,50.761986301369866,4.36,33.11,3.5,154,35.58,4,13,22,17,8.05,22.31,1378,2024-12-25,2025-04-21,117,Winter
01-09-2025,P0064,44807027.07,Central,Suspension,HVDC,12,100,4,12,55,109.73,Medium,76.18984246575344,5.57,41.94,4.44,197,44.73,5,13,21,16,8.47,28.6,1378,2022-06-11,2022-12-03,175,Summer
01-10-2025,P0064,44807027.07,Central,Suspension,HVDC,12,100,4,12,29,110.22,Medium,65.9724109589041,5.72,43.03,4.64,197,46.04,4,12,20,16,8.32,28.97,1378,2024-01-20,2024-04-20,91,Winter
01-11-2025,P0064,44807027.07,Central,Suspension,HVDC,12,100,4,12,59,107.84,Medium,64.6455890410959,5.63,41.67,4.55,196,44.19,5,12,22,16,8.47,27.55,1378,2023-12-16,2024-04-20,126,Winter
01-12-2025,P0064,44807027.07,Central,Suspension,HVDC,12,100,4,12,34,107.15,Medium,62.90954794520548,5.05,38.12,4.04,178,40.78,5,12,21,16,8.15,25.61,1378,2023-10-27,2024-04-15,171,Winter
01-03-2025,P0065,21225016.75,West,Tension,400 kV AIS,28,50,3,12,35,103.67,High,14.551598630136986,1.1,8.2,0.89,107,8.75,2,7,11,8,4.18,5.54,649,2022-06-24,2022-11-04,133,Summer
01-04-2025,P0065,21225016.75,West,Tension,400 kV AIS,28,50,3,12,23,103.84,High,15.540460273972606,1.44,10.99,1.17,137,11.46,3,6,12,8,4.03,7.21,649,2022-09-19,2023-01-28,131,Monsoon
01-05-2025,P0065,21225016.75,West,Tension,400 kV AIS,28,50,3,12,36,106.97,High,20.4562602739726,1.82,13.71,1.46,172,14.8,2,6,12,8,4.43,9.05,649,2023-10-12,2024-01-21,101,Winter
01-06-2025,P0065,21225016.75,West,Tension,400 kV AIS,28,50,3,12,13,106.77,High,24.439753424657535,2.18,16.42,1.71,210,17.51,3,7,11,8,4.19,11.05,649,2023-02-06,2023-05-25,108,Winter
01-07-2025,P0065,21225016.75,West,Tension,400 kV AIS,28,50,3,12,35,107.76,High,19.02836712328767,1.74,12.99,1.4,167,13.89,3,7,11,8,4.07,8.77,649,2024-09-12,2025-01-31,141,Monsoon
01-08-2025,P0065,21225016.75,West,Tension,400 kV AIS,28,50,3,12,34,110.76,High,21.67583561643836,1.71,13.15,1.41,167,13.81,3,6,10,8,4.18,8.69,649,2023-02-20,2023-08-05,166,Winter
01-09-2025,P0065,21225016.75,West,Tension,400 kV AIS,28,50,3,12,15,107.65,High,23.2538794520548,2.19,16.28,1.76,216,17.88,3,6,12,9,4.17,11.13,649,2024-07-25,2024-12-08,136,Monsoon
01-10-2025,P0065,21225016.75,West,Tension,400 kV AIS,28,50,3,12,12,108.1,High,30.100565753424657,2.24,17.04,1.86,219,18.11,2,7,11,8,4.13,11.39,649,2023-03-07,2023-08-13,159,Summer
01-11-2025,P0065,21225016.75,West,Tension,400 kV AIS,28,50,3,12,24,109.6,High,25.601868493150686,2.24,16.86,1.85,222,18.06,3,6,12,9,4.21,11.16,649,2024-08-23,2025-02-17,178,Monsoon
01-12-2025,P0065,21225016.75,West,Tension,400 kV AIS,28,50,3,12,13,106.96,High,28.023780821917818,2.13,15.98,1.73,205,17.19,2,7,12,8,4.22,10.75,649,2024-06-09,2024-10-18,131,Summer
01-03-2025,P0066,25025151.14,South,Tension,HVDC,18,50,3,10,36,102.37,Low,23.95276712328767,1.97,14.33,1.54,166,15.65,4,12,20,16,8.03,9.71,760,2024-11-26,2025-04-29,154,Winter
01-04-2025,P0066,25025151.14,South,Tension,HVDC,18,50,3,10,22,103.02,Low,37.86335616438357,2.86,21.51,2.28,242,22.77,5,12,20,16,8.42,14.13,760,2023-03-24,2023-08-15,144,Summer
01-05-2025,P0066,25025151.14,South,Tension,HVDC,18,50,3,10,48,103.86,Low,46.44379315068494,3.65,26.88,2.98,312,28.86,5,13,22,17,8.21,18.25,760,2025-05-03,2025-08-12,101,Summer
01-06-2025,P0066,25025151.14,South,Tension,HVDC,18,50,3,10,48,106.08,Low,46.27910958904109,4.23,32.34,3.49,366,34.25,4,12,22,17,8.47,21.93,760,2024-07-09,2024-12-01,145,Monsoon
01-07-2025,P0066,25025151.14,South,Tension,HVDC,18,50,3,10,24,104.03,Low,34.04478082191781,3.3,24.38,2.66,287,26.56,4,12,22,16,8.49,16.41,760,2022-09-26,2023-01-04,100,Monsoon
01-08-2025,P0066,25025151.14,South,Tension,HVDC,18,50,3,10,47,109.57,Low,37.597904109589045,3.02,22.79,2.37,252,24.33,4,12,20,16,8.3,15.06,760,2023-10-14,2024-03-31,169,Winter
01-09-2025,P0066,25025151.14,South,Tension,HVDC,18,50,3,10,46,104.74,Low,37.87194520547945,3.28,24.74,2.63,287,26.65,5,12,20,16,8.24,16.56,760,2024-12-28,2025-04-13,106,Winter
01-10-2025,P0066,25025151.14,South,Tension,HVDC,18,50,3,10,53,108.59,Low,36.139610958904115,2.77,21.2,2.26,243,22.18,4,13,20,16,8.3,13.87,760,2025-03-07,2025-06-23,108,Summer
01-03-2025,P0067,34443252.66,Central,Terminal,400 kV GIS,12,200,3,10,30,103.97,Low,43.13321506849316,3.24,24.07,2.57,144,25.62,3,7,11,8,4.06,15.76,1243,2022-04-18,2022-10-06,171,Summer
01-04-2025,P0067,34443252.66,Central,Terminal,400 kV GIS,12,200,3,10,53,102.64,Low,63.70193424657535,4.66,34.73,3.65,216,37.56,3,6,12,8,4.24,22.83,1243,2025-06-20,2025-12-08,171,Summer
01-05-2025,P0067,34443252.66,Central,Terminal,400 kV GIS,12,200,3,10,40,106.7,Low,73.05897260273973,6.08,45.06,4.71,282,47.87,3,6,10,9,4.37,29.8,1243,2024-11-28,2025-05-12,165,Winter
01-06-2025,P0067,34443252.66,Central,Terminal,400 kV GIS,12,200,3,10,37,103.21,Low,96.16561643835617,7.15,51.87,5.62,331,56.13,2,6,12,9,4.17,34.71,1243,2025-03-28,2025-09-14,170,Summer
01-07-2025,P0067,34443252.66,Central,Terminal,400 kV GIS,12,200,3,10,30,105.89,Low,67.425,5.37,41.33,4.38,246,42.6,3,6,10,9,4.01,27.04,1243,2023-12-10,2024-05-27,169,Winter
01-08-2025,P0067,34443252.66,Central,Terminal,400 kV GIS,12,200,3,10,30,109.53,Low,63.59868493150686,4.99,37.03,3.94,226,39.41,2,6,10,9,4.43,24.87,1243,2025-04-12,2025-08-24,134,Summer
01-09-2025,P0067,34443252.66,Central,Terminal,400 kV GIS,12,200,3,10,34,105.31,Low,58.86448767123289,5.33,40.25,4.35,255,43.92,3,7,12,9,4.3,26.79,1243,2022-07-02,2022-11-27,148,Monsoon
01-10-2025,P0067,34443252.66,Central,Terminal,400 kV GIS,12,200,3,10,24,106.24,Low,57.117575342465756,4.67,35.17,3.64,215,37.52,3,6,12,9,4.35,23.47,1243,2022-10-06,2023-04-03,179,Winter
01-02-2025,P0068,10418647.86,South,Terminal,220 kV AIS,18,50,2,7,44,102.56,Medium,14.446465753424658,1.05,7.95,0.85,105,8.54,1,3,5,4,2.45,5.37,326,2025-05-17,2025-10-30,166,Summer
01-03-2025,P0068,10418647.86,South,Terminal,220 kV AIS,18,50,2,7,49,102.9,Medium,17.909161643835617,1.69,12.59,1.37,167,13.43,2,4,5,5,2.37,8.23,326,2024-08-12,2024-12-16,126,Monsoon
01-04-2025,P0068,10418647.86,South,Terminal,220 kV AIS,18,50,2,7,27,105.56,Medium,27.079152054794523,2.2,16.13,1.73,214,17.44,2,4,5,4,2.33,10.8,326,2023-04-11,2023-07-17,97,Summer
01-05-2025,P0068,10418647.86,South,Terminal,220 kV AIS,18,50,2,7,57,106.16,Medium,28.12904109589041,2.43,18.6,1.96,239,19.91,2,3,7,4,2.32,12.08,326,2023-02-20,2023-05-31,100,Winter
01-06-2025,P0068,10418647.86,South,Terminal,220 kV AIS,18,50,2,7,26,107.64,Medium,27.107013698630137,2.39,17.86,1.96,237,18.87,1,4,5,4,2.45,11.91,326,2024-01-14,2024-04-29,106,Winter
01-07-2025,P0068,10418647.86,South,Terminal,220 kV AIS,18,50,2,7,43,103.55,Medium,16.545890410958904,1.4,10.76,1.14,142,11.36,1,3,6,4,2.09,7.06,326,2023-10-08,2024-02-05,120,Winter
01-02-2025,P0069,23395610.13,East,Suspension,765 kV GIS,18,100,2,10,22,101.72,Low,23.045994520547946,1.73,12.64,1.34,71,13.47,3,9,16,13,6.28,8.41,790,2023-05-13,2023-10-11,151,Summer
01-03-2025,P0069,23395610.13,East,Suspension,765 kV GIS,18,100,2,10,44,101.88,Low,27.999287671232878,2.37,17.9,1.92,101,18.99,4,10,17,13,6.09,12.23,790,2023-10-19,2024-02-18,122,Winter
01-04-2025,P0069,23395610.13,East,Suspension,765 kV GIS,18,100,2,10,37,102.35,Low,36.79180821917809,3.14,22.8,2.43,132,24.5,3,10,17,13,6.25,15.68,790,2024-12-29,2025-05-26,148,Winter
01-05-2025,P0069,23395610.13,East,Suspension,765 kV GIS,18,100,2,10,42,103.19,Low,46.76335068493151,3.73,28.01,2.89,156,29.37,4,9,17,12,6.29,18.51,790,2023-05-14,2023-09-19,128,Summer
01-06-2025,P0069,23395610.13,East,Suspension,765 kV GIS,18,100,2,10,54,104.47,Low,50.48508219178082,4.12,31.23,3.32,172,32.18,3,9,16,13,6.19,20.61,790,2023-10-06,2024-03-17,163,Winter
01-07-2025,P0069,23395610.13,East,Suspension,765 kV GIS,18,100,2,10,26,107.66,Low,39.96394931506849,2.99,22.88,2.47,130,24.61,4,10,15,12,6.03,15.07,790,2024-04-02,2024-08-17,137,Summer
01-08-2025,P0069,23395610.13,East,Suspension,765 kV GIS,18,100,2,10,40,107.88,Low,35.023035616438364,2.7,20.47,2.16,111,21.1,4,9,15,13,6.15,13.25,790,2025-03-13,2025-07-13,122,Summer
01-09-2025,P0069,23395610.13,East,Suspension,765 kV GIS,18,100,2,10,29,109.64,Low,40.092739726027396,2.94,22.16,2.4,127,23.38,4,9,15,12,6.12,14.57,790,2023-05-11,2023-11-02,175,Summer
01-10-2025,P0069,23395610.13,East,Suspension,765 kV GIS,18,100,2,10,31,107.96,Low,33.3386493150685,2.55,19.21,2.02,106,20.39,4,10,15,12,6.17,12.53,790,2023-03-16,2023-08-02,139,Summer
01-01-2025,P0070,37858576.39,North,Terminal,765 kV GIS,18,150,1,7,31,101.22,Medium,45.530246575342474,3.73,28.33,3.01,133,29.77,4,10,15,13,6.47,19.29,1295,2024-10-28,2025-03-13,136,Winter
01-02-2025,P0070,37858576.39,North,Terminal,765 kV GIS,18,150,1,7,50,102.0,Medium,69.09600273972603,5.26,38.33,4.06,180,41.29,3,9,17,12,6.18,25.49,1295,2023-03-01,2023-08-07,159,Summer
01-03-2025,P0070,37858576.39,North,Terminal,765 kV GIS,18,150,1,7,20,104.03,Medium,81.00780821917807,6.82,51.12,5.43,229,54.12,3,10,15,12,6.11,33.26,1295,2024-11-21,2025-04-25,155,Winter
01-04-2025,P0070,37858576.39,North,Terminal,765 kV GIS,18,150,1,7,28,105.79,Medium,84.30487397260275,7.96,58.8,6.31,270,63.77,4,9,15,13,6.45,39.91,1295,2022-09-30,2023-02-08,131,Monsoon
01-05-2025,P0070,37858576.39,North,Terminal,765 kV GIS,18,150,1,7,40,104.83,Medium,91.38396575342466,8.37,61.08,6.56,281,66.31,3,9,15,13,6.18,40.89,1295,2023-07-28,2024-01-13,169,Monsoon
01-06-2025,P0070,37858576.39,North,Terminal,765 kV GIS,18,150,1,7,28,105.03,Medium,89.66802739726027,7.8,58.95,6.17,266,62.24,4,10,16,12,6.42,38.82,1295,2023-02-28,2023-07-05,127,Winter
01-07-2025,P0070,37858576.39,North,Terminal,765 kV GIS,18,150,1,7,44,105.92,Medium,53.31986301369864,4.69,35.15,3.77,161,36.54,4,9,15,12,6.26,23.39,1295,2023-11-04,2024-02-07,95,Winter
01-01-2025,P0071,29552246.4,East,Terminal,220 kV GIS,18,200,1,7,54,101.48,Low,34.12505479452055,2.78,20.38,2.17,180,21.69,2,4,5,4,2.16,13.72,936,2022-10-25,2023-04-12,169,Winter
01-02-2025,P0071,29552246.4,East,Terminal,220 kV GIS,18,200,1,7,26,102.23,Low,40.92700684931507,3.78,27.68,2.96,243,29.76,2,3,6,4,2.03,18.84,936,2023-09-24,2024-02-26,155,Monsoon
01-03-2025,P0071,29552246.4,East,Terminal,220 kV GIS,18,200,1,7,32,104.12,Low,50.96642054794521,4.82,36.02,3.84,316,39.23,1,3,7,4,2.15,24.5,936,2023-09-10,2023-12-26,107,Monsoon
01-04-2025,P0071,29552246.4,East,Terminal,220 kV GIS,18,200,1,7,29,102.14,Low,57.89081095890411,5.6,42.47,4.59,366,44.96,2,3,6,5,2.29,28.12,936,2023-09-25,2024-01-01,98,Monsoon
01-05-2025,P0071,29552246.4,East,Terminal,220 kV GIS,18,200,1,7,39,103.5,Low,79.8950794520548,5.99,45.47,4.7,385,48.45,2,4,5,4,2.1,29.59,936,2025-05-24,2025-10-20,149,Summer
01-06-2025,P0071,29552246.4,East,Terminal,220 kV GIS,18,200,1,7,21,103.74,Low,57.633460273972595,5.51,41.61,4.47,366,44.7,2,4,7,5,2.13,28.37,936,2023-08-07,2023-11-07,92,Monsoon
01-07-2025,P0071,29552246.4,East,Terminal,220 kV GIS,18,200,1,7,50,110.07,Low,45.326268493150685,3.35,25.04,2.69,216,26.98,1,4,6,4,2.43,16.58,936,2022-03-18,2022-08-26,161,Summer
01-03-2025,P0072,35185052.77,West,Suspension,400 kV GIS,28,200,3,11,40,101.53,Medium,29.684449315068495,2.27,16.79,1.84,71,18.54,3,6,11,9,4.44,11.26,1003,2022-05-05,2022-09-13,131,Summer
01-04-2025,P0072,35185052.77,West,Suspension,400 kV GIS,28,200,3,11,58,105.33,Medium,36.50005479452055,3.26,24.12,2.59,101,25.52,3,6,11,8,4.06,16.35,1003,2024-01-13,2024-04-20,98,Winter
01-05-2025,P0072,35185052.77,West,Suspension,400 kV GIS,28,200,3,11,32,103.27,Medium,48.667493150684926,4.07,30.8,3.28,129,33.15,2,7,10,9,4.01,20.27,1003,2022-10-03,2023-02-27,147,Winter
01-06-2025,P0072,35185052.77,West,Suspension,400 kV GIS,28,200,3,11,53,108.7,Medium,61.5702698630137,4.93,36.07,3.87,156,39.04,3,6,10,9,4.09,24.52,1003,2024-04-15,2024-07-25,101,Summer
01-07-2025,P0072,35185052.77,West,Suspension,400 kV GIS,28,200,3,11,37,103.51,Medium,42.86381917808219,3.82,28.99,3.09,122,30.51,3,7,12,9,4.38,19.48,1003,2023-08-25,2024-02-19,178,Monsoon
01-08-2025,P0072,35185052.77,West,Suspension,400 kV GIS,28,200,3,11,29,107.17,Medium,47.760493150684944,3.6,27.4,2.9,113,28.95,2,7,12,9,4.18,18.09,1003,2022-06-16,2022-10-30,136,Summer
01-09-2025,P0072,35185052.77,West,Suspension,400 kV GIS,28,200,3,11,36,106.21,Medium,51.403684931506845,4.24,32.56,3.46,136,34.26,3,6,11,8,4.32,21.64,1003,2023-11-12,2024-04-19,159,Winter
01-10-2025,P0072,35185052.77,West,Suspension,400 kV GIS,28,200,3,11,53,114.07,Medium,50.51299452054795,3.91,29.0,3.14,126,31.38,2,7,10,9,4.44,19.3,1003,2022-04-23,2022-08-12,111,Summer
01-11-2025,P0072,35185052.77,West,Suspension,400 kV GIS,28,200,3,11,41,112.4,Medium,42.97345890410959,3.39,25.69,2.66,107,26.76,3,6,11,8,4.44,17.04,1003,2022-03-14,2022-07-07,115,Summer
01-04-2025,P0073,47417629.44,West,Tension,765 kV AIS,28,200,4,12,23,103.09,Medium,36.24231780821918,2.94,22.31,2.36,44,23.27,3,9,15,12,6.19,14.46,1375,2023-05-09,2023-08-09,92,Summer
01-05-2025,P0073,47417629.44,West,Tension,765 kV AIS,28,200,4,12,59,105.05,Medium,42.30671917808219,4.07,30.91,3.21,60,32.59,4,10,15,12,6.46,20.28,1375,2022-07-26,2022-11-18,115,Monsoon
01-06-2025,P0073,47417629.44,West,Tension,765 kV AIS,28,200,4,12,28,107.63,Medium,63.33639726027397,5.04,38.56,4.15,77,40.25,4,10,16,13,6.17,25.48,1375,2023-01-08,2023-06-26,169,Winter
01-07-2025,P0073,47417629.44,West,Tension,765 kV AIS,28,200,4,12,56,105.3,Medium,50.51468493150685,4.27,32.45,3.44,64,35.14,3,9,16,12,6.47,21.47,1375,2023-11-17,2024-03-20,124,Winter
01-08-2025,P0073,47417629.44,West,Tension,765 kV AIS,28,200,4,12,44,109.92,Medium,58.9904383561644,4.38,33.43,3.56,67,35.66,4,10,15,12,6.18,21.99,1375,2024-03-03,2024-08-30,180,Summer
01-09-2025,P0073,47417629.44,West,Tension,765 kV AIS,28,200,4,12,20,111.09,Medium,76.7163205479452,5.73,42.05,4.45,85,45.29,3,9,16,12,6.36,27.87,1375,2024-05-05,2024-10-13,161,Summer
01-10-2025,P0073,47417629.44,West,Tension,765 kV AIS,28,200,4,12,29,107.96,Medium,59.49774246575343,5.83,42.41,4.53,86,45.84,4,9,17,13,6.44,29.22,1375,2024-07-31,2024-11-17,109,Monsoon
01-11-2025,P0073,47417629.44,West,Tension,765 kV AIS,28,200,4,12,33,107.05,Medium,71.60921643835617,5.65,42.33,4.43,86,45.3,3,10,15,12,6.03,27.47,1375,2025-03-18,2025-07-08,112,Summer
01-12-2025,P0073,47417629.44,West,Tension,765 kV AIS,28,200,4,12,22,108.78,Medium,69.76760547945206,5.15,38.88,4.07,77,40.51,4,10,16,13,6.49,25.46,1375,2022-05-06,2022-10-11,158,Summer
01-03-2025,P0074,19502089.9,West,Terminal,400 kV AIS,28,100,3,12,48,102.31,Medium,14.828301369863016,1.17,8.69,0.94,52,9.43,3,6,10,8,4.04,5.9,574,2025-03-28,2025-07-28,122,Summer
01-04-2025,P0074,19502089.9,West,Terminal,400 kV AIS,28,100,3,12,58,102.35,Medium,16.94422602739726,1.64,12.01,1.29,72,12.82,3,6,12,8,4.23,8.04,574,2023-09-24,2024-01-23,121,Monsoon
01-05-2025,P0074,19502089.9,West,Terminal,400 kV AIS,28,100,3,12,58,106.87,Medium,27.15719178082192,2.08,15.22,1.62,90,16.19,3,7,11,8,4.1,10.09,574,2025-04-20,2025-09-27,160,Summer
01-06-2025,P0074,19502089.9,West,Terminal,400 kV AIS,28,100,3,12,29,105.18,Medium,27.329178082191785,2.42,18.51,1.98,110,19.22,2,6,12,9,4.42,12.21,574,2023-01-21,2023-04-22,91,Winter
01-07-2025,P0074,19502089.9,West,Terminal,400 kV AIS,28,100,3,12,25,107.09,Medium,25.124663013698637,1.93,14.8,1.54,86,15.57,2,7,11,8,4.46,9.86,574,2024-05-11,2024-09-10,122,Summer
01-08-2025,P0074,19502089.9,West,Terminal,400 kV AIS,28,100,3,12,20,111.92,Medium,21.647342465753425,1.86,14.09,1.48,82,14.93,2,7,11,9,4.13,9.41,574,2023-01-08,2023-04-25,107,Winter
01-09-2025,P0074,19502089.9,West,Terminal,400 kV AIS,28,100,3,12,29,109.65,Medium,28.71587671232877,2.33,17.01,1.87,102,18.66,3,7,11,9,4.31,11.64,574,2023-04-27,2023-08-09,104,Summer
01-10-2025,P0074,19502089.9,West,Terminal,400 kV AIS,28,100,3,12,45,105.14,Medium,28.14746301369863,2.25,16.55,1.81,99,17.85,3,7,11,8,4.47,11.27,574,2022-04-19,2022-08-13,116,Summer
01-11-2025,P0074,19502089.9,West,Terminal,400 kV AIS,28,100,3,12,55,106.62,Medium,21.125884931506846,2.02,15.33,1.64,90,16.36,2,7,11,9,4.06,10.32,574,2022-09-30,2023-01-05,97,Monsoon
01-12-2025,P0074,19502089.9,West,Terminal,400 kV AIS,28,100,3,12,51,108.66,Medium,24.180531506849317,1.79,13.07,1.41,78,14.23,3,6,11,8,4.14,8.66,574,2022-06-07,2022-11-16,162,Summer
01-04-2025,P0075,42056648.78,Central,Terminal,132 kV AIS,18,200,4,9,29,105.84,Medium,44.87836438356164,4.23,32.56,3.46,22,34.62,1,4,7,4,2.09,21.19,1189,2024-07-02,2024-11-12,133,Monsoon
01-05-2025,P0075,42056648.78,Central,Terminal,132 kV AIS,18,200,4,9,36,105.92,Medium,90.09503287671232,6.82,50.12,5.39,34,53.89,2,4,5,4,2.37,33.5,1189,2025-06-09,2025-10-31,144,Summer
01-06-2025,P0075,42056648.78,Central,Terminal,132 kV AIS,18,200,4,9,59,105.22,Medium,108.45123287671234,8.59,65.53,6.89,45,69.8,1,3,7,5,2.17,43.8,1189,2023-10-23,2024-04-15,175,Winter
01-07-2025,P0075,42056648.78,Central,Terminal,132 kV AIS,18,200,4,9,25,107.83,Medium,76.3242287671233,6.79,51.96,5.46,36,54.51,1,3,6,4,2.41,34.01,1189,2022-09-01,2023-01-26,147,Monsoon
01-08-2025,P0075,42056648.78,Central,Terminal,132 kV AIS,18,200,4,9,27,106.39,Medium,64.72859178082192,5.99,45.09,4.86,32,49.38,2,3,7,5,2.22,30.18,1189,2023-08-05,2023-12-12,129,Monsoon
01-09-2025,P0075,42056648.78,Central,Terminal,132 kV AIS,18,200,4,9,49,109.24,Medium,69.94917808219178,6.11,46.29,4.9,32,49.17,1,3,5,4,2.11,30.82,1189,2022-01-10,2022-04-23,103,Winter
01-01-2025,P0076,34096557.37,West,Terminal,132 kV GIS,18,150,1,8,35,101.25,Low,34.95254794520548,2.97,22.09,2.4,27,24.46,2,4,6,4,2.15,15.29,1171,2022-10-09,2023-02-02,116,Winter
01-02-2025,P0076,34096557.37,West,Terminal,132 kV GIS,18,150,1,8,52,101.69,Low,50.07014657534247,3.96,29.32,3.18,35,31.99,1,3,7,5,2.22,19.65,1171,2023-06-11,2023-09-22,103,Summer
01-03-2025,P0076,34096557.37,West,Terminal,132 kV GIS,18,150,1,8,23,101.95,Low,64.16958493150686,5.11,38.73,4.17,46,41.68,1,4,6,5,2.05,25.98,1171,2024-03-04,2024-06-03,91,Summer
01-04-2025,P0076,34096557.37,West,Terminal,132 kV GIS,18,150,1,8,43,103.8,Low,62.35555068493151,6.04,45.6,4.88,55,48.03,1,3,5,4,2.34,30.48,1171,2024-07-29,2024-11-08,102,Monsoon
01-05-2025,P0076,34096557.37,West,Terminal,132 kV GIS,18,150,1,8,26,102.77,Low,86.03874520547946,6.57,48.79,5.3,59,51.8,1,4,7,4,2.19,33.22,1171,2022-03-27,2022-07-29,124,Summer
01-06-2025,P0076,34096557.37,West,Terminal,132 kV GIS,18,150,1,8,59,105.78,Low,85.8328493150685,6.71,50.44,5.22,61,52.76,2,3,5,5,2.3,33.67,1171,2025-04-24,2025-08-26,124,Summer
01-07-2025,P0076,34096557.37,West,Terminal,132 kV GIS,18,150,1,8,33,107.52,Low,47.590273972602745,4.42,32.34,3.5,39,35.29,2,4,5,5,2.15,21.64,1171,2024-07-19,2025-01-05,170,Monsoon
01-08-2025,P0076,34096557.37,West,Terminal,132 kV GIS,18,150,1,8,32,104.23,Low,41.440205479452054,3.31,25.24,2.64,29,26.86,1,4,5,5,2.17,16.78,1171,2023-01-16,2023-07-04,169,Winter
01-04-2025,P0077,57186100.53,Central,Terminal,220 kV GIS,28,200,4,12,24,102.26,Low,36.26815068493151,2.96,22.51,2.43,39,24.46,2,3,6,5,2.25,15.11,1691,2025-01-11,2025-05-22,131,Winter
01-05-2025,P0077,57186100.53,Central,Terminal,220 kV GIS,28,200,4,12,25,104.99,Low,47.537671232876704,3.96,29.44,3.2,51,32.49,2,4,5,5,2.25,20.05,1691,2022-11-28,2023-04-22,145,Winter
01-06-2025,P0077,57186100.53,Central,Terminal,220 kV GIS,28,200,4,12,34,104.97,Low,58.931999999999995,5.05,36.53,4.03,66,38.97,1,3,7,4,2.45,24.83,1691,2023-11-01,2024-03-26,146,Winter
01-07-2025,P0077,57186100.53,Central,Terminal,220 kV GIS,28,200,4,12,40,107.7,Low,53.03326027397261,4.12,30.96,3.33,54,33.64,2,3,5,5,2.03,21.07,1691,2024-06-14,2024-10-06,114,Summer
01-08-2025,P0077,57186100.53,Central,Terminal,220 kV GIS,28,200,4,12,52,106.88,Low,52.636767123287676,4.31,31.68,3.48,57,34.75,1,4,5,4,2.09,21.52,1691,2024-02-05,2024-07-11,157,Winter
01-09-2025,P0077,57186100.53,Central,Terminal,220 kV GIS,28,200,4,12,49,109.65,Low,76.77314383561644,5.68,42.3,4.47,74,45.3,1,4,5,4,2.22,28.26,1691,2023-03-31,2023-09-26,179,Summer
01-10-2025,P0077,57186100.53,Central,Terminal,220 kV GIS,28,200,4,12,47,114.94,Low,74.7600383561644,6.05,45.44,4.83,78,47.87,2,4,7,5,2.43,30.36,1691,2024-03-27,2024-07-08,103,Summer
01-11-2025,P0077,57186100.53,Central,Terminal,220 kV GIS,28,200,4,12,28,116.45,Low,74.87842465753424,6.19,46.27,5.06,82,49.35,1,4,6,4,2.27,30.98,1691,2022-11-24,2023-04-18,145,Winter
01-12-2025,P0077,57186100.53,Central,Terminal,220 kV GIS,28,200,4,12,21,106.5,Low,72.2229589041096,6.29,46.12,5.02,81,49.11,2,3,6,5,2.39,31.26,1691,2023-12-26,2024-04-13,109,Winter
01-03-2025,P0078,46321357.53,South,Terminal,132 kV AIS,18,200,3,11,36,102.92,Low,40.92506849315068,3.36,25.74,2.75,58,27.67,1,3,6,4,2.34,16.99,1501,2023-12-06,2024-04-25,141,Winter
01-04-2025,P0078,46321357.53,South,Terminal,132 kV AIS,18,200,3,11,52,103.62,Low,64.61755616438357,4.87,36.52,3.88,82,37.72,2,3,7,5,2.5,23.72,1501,2024-04-19,2024-10-02,166,Summer
01-05-2025,P0078,46321357.53,South,Terminal,132 kV AIS,18,200,3,11,54,105.91,Low,74.90816438356164,6.13,46.65,4.85,106,49.2,2,3,7,5,2.17,30.4,1501,2023-02-27,2023-08-20,174,Winter
01-06-2025,P0078,46321357.53,South,Terminal,132 kV AIS,18,200,3,11,27,108.37,Low,82.88860273972604,7.36,55.46,5.74,127,59.01,1,4,7,5,2.31,35.96,1501,2023-01-30,2023-05-19,109,Winter
01-07-2025,P0078,46321357.53,South,Terminal,132 kV AIS,18,200,3,11,47,106.24,Low,66.12153424657534,5.87,43.42,4.55,98,46.29,1,3,6,5,2.12,29.24,1501,2022-12-15,2023-04-15,121,Winter
01-08-2025,P0078,46321357.53,South,Terminal,132 kV AIS,18,200,3,11,39,105.92,Low,66.36571232876712,5.49,40.35,4.34,90,42.48,2,3,5,4,2.11,27.48,1501,2025-02-01,2025-07-18,167,Winter
01-09-2025,P0078,46321357.53,South,Terminal,132 kV AIS,18,200,3,11,21,111.85,Low,67.68658356164384,6.49,47.09,5.07,110,50.34,2,3,6,5,2.06,32.16,1501,2024-08-02,2024-12-28,148,Monsoon
01-10-2025,P0078,46321357.53,South,Terminal,132 kV AIS,18,200,3,11,37,108.16,Low,63.60227260273972,5.84,44.26,4.77,101,47.14,2,3,6,4,2.36,29.71,1501,2023-08-02,2023-12-29,149,Monsoon
01-11-2025,P0078,46321357.53,South,Terminal,132 kV AIS,18,200,3,11,59,113.09,Low,62.282260273972604,5.07,37.92,3.95,87,40.84,1,3,5,5,2.49,25.43,1501,2025-01-27,2025-07-19,173,Winter
